"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Nov 28 17:40:40 GMT 2023","Tue Nov 28 17:40:49 GMT 2023","8779","","Blog page","","","","should allow a user to sort articles",""
"broken","Tue Nov 28 17:42:05 GMT 2023","Tue Nov 28 17:42:14 GMT 2023","8755","","Microsoft Teams page","","","","should NOT allow a user to submit a form with invalid data",""
"broken","Tue Nov 28 17:47:08 GMT 2023","Tue Nov 28 17:47:18 GMT 2023","10450","","Support Center page","","","","should find results for a valid sarch value",""
"passed","Tue Nov 28 17:40:06 GMT 2023","Tue Nov 28 17:40:06 GMT 2023","524","","IoT Sim Cards page","","","","""before each"" hook for IoT Sim Cards page",""
"broken","Tue Nov 28 17:41:21 GMT 2023","Tue Nov 28 17:41:31 GMT 2023","10201","","Global coverage page","","","","should allow a user to submit a form with valid data",""
"broken","Tue Nov 28 17:51:09 GMT 2023","Tue Nov 28 17:51:20 GMT 2023","11082","","Support Center page","","","","should find results for a valid sarch value",""
"broken","Tue Nov 28 17:44:37 GMT 2023","Tue Nov 28 17:44:46 GMT 2023","8894","","Blog page","","","","should allow a user to sort articles",""
"broken","Tue Nov 28 17:47:37 GMT 2023","Tue Nov 28 17:47:47 GMT 2023","10062","","Telnyx Vs TwilioPage page","","","","should allow a user to submit a form with valid data",""
"passed","Tue Nov 28 17:48:10 GMT 2023","Tue Nov 28 17:48:10 GMT 2023","502","","IoT Sim Cards page","","","","""before each"" hook for IoT Sim Cards page",""
"passed","Tue Nov 28 17:51:20 GMT 2023","Tue Nov 28 17:51:23 GMT 2023","3203","","Support Center page","","","","""before each"" hook for Support Center page",""
"broken","Tue Nov 28 17:41:31 GMT 2023","Tue Nov 28 17:41:40 GMT 2023","8808","","Global coverage page","","","","should NOT allow a user to submit a form with invalid data",""
"broken","Tue Nov 28 17:40:06 GMT 2023","Tue Nov 28 17:40:15 GMT 2023","8783","","IoT Sim Cards page","","","","should NOT allow a user to submit a form with invalid data",""
"broken","Tue Nov 28 17:45:07 GMT 2023","Tue Nov 28 17:45:17 GMT 2023","10161","","Customer Stories page","","","","should open an article",""
"broken","Tue Nov 28 17:46:19 GMT 2023","Tue Nov 28 17:46:29 GMT 2023","10068","","Numbers Pricing page","","","","should allow a user to use filters",""
"passed","Tue Nov 28 17:44:55 GMT 2023","Tue Nov 28 17:44:56 GMT 2023","1000","","Blog page","","","","""before each"" hook for Blog page",""
"passed","Tue Nov 28 17:40:58 GMT 2023","Tue Nov 28 17:40:58 GMT 2023","588","","Blog page","","","","""before each"" hook for Blog page",""
"broken","Tue Nov 28 17:42:50 GMT 2023","Tue Nov 28 17:43:01 GMT 2023","10901","","Solutions page","","","","should allow a user to filter departments",""
"passed","Tue Nov 28 17:49:37 GMT 2023","Tue Nov 28 17:49:37 GMT 2023","492","","Global coverage page","","","","""before each"" hook for Global coverage page",""
"broken","Tue Nov 28 17:41:54 GMT 2023","Tue Nov 28 17:42:05 GMT 2023","11030","","Microsoft Teams page","","","","should allow a user to submit a form with valid data",""
"broken","Tue Nov 28 17:50:45 GMT 2023","Tue Nov 28 17:50:55 GMT 2023","9146","","Release Notes page","","","","should display pagination",""
"broken","Tue Nov 28 17:50:00 GMT 2023","Tue Nov 28 17:50:11 GMT 2023","10949","","Microsoft Teams page","","","","should allow a user to submit a form with valid data",""
"broken","Tue Nov 28 17:43:50 GMT 2023","Tue Nov 28 17:44:01 GMT 2023","10731","","IoT Sim Cards page","","","","should allow a user to submit a form with valid data",""
"passed","Tue Nov 28 17:50:11 GMT 2023","Tue Nov 28 17:50:11 GMT 2023","681","","Microsoft Teams page","","","","""before each"" hook for Microsoft Teams page",""
"broken","Tue Nov 28 17:45:31 GMT 2023","Tue Nov 28 17:45:40 GMT 2023","8949","","Global coverage page","","","","should NOT allow a user to submit a form with invalid data",""
"passed","Tue Nov 28 17:43:25 GMT 2023","Tue Nov 28 17:43:28 GMT 2023","2843","","Telnyx Vs TwilioPage page","","","","""before each"" hook for Telnyx Vs TwilioPage page",""
"broken","Tue Nov 28 17:41:08 GMT 2023","Tue Nov 28 17:41:19 GMT 2023","11209","","Customer Stories page","","","","should open an article",""
"passed","Tue Nov 28 17:47:37 GMT 2023","Tue Nov 28 17:47:39 GMT 2023","2088","","Telnyx Vs TwilioPage page","","","","""before each"" hook for Telnyx Vs TwilioPage page",""
"passed","Tue Nov 28 17:46:54 GMT 2023","Tue Nov 28 17:46:56 GMT 2023","2033","","Solutions page","","","","""before each"" hook for Solutions page",""
"broken","Tue Nov 28 17:49:12 GMT 2023","Tue Nov 28 17:49:24 GMT 2023","11719","","Customer Stories page","","","","should open an article",""
"passed","Tue Nov 28 17:46:06 GMT 2023","Tue Nov 28 17:46:07 GMT 2023","922","","Microsoft Teams page","","","","""before each"" hook for Microsoft Teams page",""
"broken","Tue Nov 28 17:46:42 GMT 2023","Tue Nov 28 17:46:51 GMT 2023","8948","","Release Notes page","","","","should display pagination",""
"broken","Tue Nov 28 17:40:49 GMT 2023","Tue Nov 28 17:40:58 GMT 2023","8724","","Blog page","","","","should find results for a valid sarch value",""
"broken","Tue Nov 28 17:46:06 GMT 2023","Tue Nov 28 17:46:15 GMT 2023","8904","","Microsoft Teams page","","","","should NOT allow a user to submit a form with invalid data",""
"passed","Tue Nov 28 17:47:20 GMT 2023","Tue Nov 28 17:47:22 GMT 2023","2059","","Support Center page","","","","""before each"" hook for Support Center page",""
"broken","Tue Nov 28 17:51:20 GMT 2023","Tue Nov 28 17:51:31 GMT 2023","11328","","Support Center page","","","","should NOT find results for an invalid sarch value",""
"passed","Tue Nov 28 17:42:05 GMT 2023","Tue Nov 28 17:42:06 GMT 2023","569","","Microsoft Teams page","","","","""before each"" hook for Microsoft Teams page",""
"passed","Tue Nov 28 17:40:16 GMT 2023","Tue Nov 28 17:40:19 GMT 2023","3005","","Blog article page","","","","""before each"" hook for Blog article page",""
"passed","Tue Nov 28 17:46:42 GMT 2023","Tue Nov 28 17:46:43 GMT 2023","1000","","Release Notes page","","","","""before each"" hook for Release Notes page",""
"passed","Tue Nov 28 17:46:19 GMT 2023","Tue Nov 28 17:46:21 GMT 2023","2092","","Numbers Pricing page","","","","""before each"" hook for Numbers Pricing page",""
"broken","Tue Nov 28 17:48:44 GMT 2023","Tue Nov 28 17:48:53 GMT 2023","8880","","Blog page","","","","should allow a user to sort articles",""
"passed","Tue Nov 28 17:49:02 GMT 2023","Tue Nov 28 17:49:02 GMT 2023","564","","Blog page","","","","""before each"" hook for Blog page",""
"passed","Tue Nov 28 17:45:43 GMT 2023","Tue Nov 28 17:45:45 GMT 2023","2062","","Integrations page","","","","""before each"" hook for Integrations page",""
"broken","Tue Nov 28 17:44:46 GMT 2023","Tue Nov 28 17:44:55 GMT 2023","8937","","Blog page","","","","should find results for a valid sarch value",""
"broken","Tue Nov 28 17:45:43 GMT 2023","Tue Nov 28 17:45:53 GMT 2023","10039","","Integrations page","","","","should allow a user to use filters",""
"broken","Tue Nov 28 17:48:20 GMT 2023","Tue Nov 28 17:48:32 GMT 2023","11155","","Blog article page","","","","should display main elements",""
"passed","Tue Nov 28 17:44:13 GMT 2023","Tue Nov 28 17:44:15 GMT 2023","2368","","Blog article page","","","","""before each"" hook for Blog article page",""
"broken","Tue Nov 28 17:50:11 GMT 2023","Tue Nov 28 17:50:20 GMT 2023","8927","","Microsoft Teams page","","","","should NOT allow a user to submit a form with invalid data",""
"broken","Tue Nov 28 17:42:15 GMT 2023","Tue Nov 28 17:42:26 GMT 2023","10913","","Numbers Pricing page","","","","should allow a user to use filters",""
"broken","Tue Nov 28 17:46:32 GMT 2023","Tue Nov 28 17:46:42 GMT 2023","10085","","Release Notes page","","","","should allow a user to filter notes",""
"passed","Tue Nov 28 17:41:41 GMT 2023","Tue Nov 28 17:41:44 GMT 2023","2905","","Integrations page","","","","""before each"" hook for Integrations page",""
"broken","Tue Nov 28 17:44:27 GMT 2023","Tue Nov 28 17:44:37 GMT 2023","9958","","Blog page","","","","should display pagination",""
"broken","Tue Nov 28 17:48:53 GMT 2023","Tue Nov 28 17:49:02 GMT 2023","8784","","Blog page","","","","should find results for a valid sarch value",""
"passed","Tue Nov 28 17:51:31 GMT 2023","Tue Nov 28 17:51:31 GMT 2023","175","","Support Center page","","","","""after each"" hook for Support Center page",""
"passed","Tue Nov 28 17:45:07 GMT 2023","Tue Nov 28 17:45:09 GMT 2023","2186","","Customer Stories page","","","","""before each"" hook for Customer Stories page",""
"broken","Tue Nov 28 17:40:16 GMT 2023","Tue Nov 28 17:40:27 GMT 2023","11064","","Blog article page","","","","should display main elements",""
"broken","Tue Nov 28 17:45:20 GMT 2023","Tue Nov 28 17:45:31 GMT 2023","10173","","Global coverage page","","","","should allow a user to submit a form with valid data",""
"broken","Tue Nov 28 17:42:39 GMT 2023","Tue Nov 28 17:42:48 GMT 2023","9131","","Release Notes page","","","","should display pagination",""
"passed","Tue Nov 28 17:49:12 GMT 2023","Tue Nov 28 17:49:16 GMT 2023","3575","","Customer Stories page","","","","""before each"" hook for Customer Stories page",""
